冬菜,0.52
蒜苗,0.4
青辣椒,0.27
白笋（干）,2.82
羊肚菌,3.21
八宝菜,0.78
大蒜,1.28
番茄,0.2
口蘑,2.77
草菇,0.27
莴苣菜,0.18
紫菜（干）,2.5
玉米,1.12
金针菇,0.32
琉璃苣,0.21
椰菜,0.25
苔菜（干）,1.67
小西胡瓜,0.22
冬菇,2.27
羽衣甘蓝,0.3
牛蒡根,0.72
海带,0.13
发菜,2.59
猴头菇,0.21
苦瓜,0.22
葫芦,0.16
绿豆芽,0.19
珍珠白蘑,2.58
腌雪里红,0.29
节瓜,0.15
佛手瓜,0.19
黄豆芽,0.47
蘑菇,0.24
南瓜,0.23
黄瓜,0.16
豌豆苗,0.38
莴笋,0.15
茴香,0.27
酱萝卜,0.33
细香葱,0.39
丝瓜,0.21
芹菜,0.17
茼蒿,0.24
酸白菜,0.15
辣椒（干）,2.95
苋菜,0.3
菠菜,0.28
榨菜,0.33
百合,1.66
茄子,0.23
甜菜叶,0.22
菜花,0.26
金针菜,2.14
冬瓜,0.12
香菜,0.33
蛇瓜,0.19
芦笋,0.22
毛笋,0.23
蕹菜,0.23
小白菜,0.27
香菇,0.26
松蘑,2.07
冬笋,0.42
荠菜,0.31
大白菜,0.18
水芹菜,0.13
木耳,2.65
胡萝卜,0.39
白萝卜,0.23
荸荠,0.61
水萝卜,0.22
山药,0.57
青萝卜,0.33
甘薯,1.06
藕,0.73
藕粉,3.73
葛,1.5
红萝卜,0.22
马铃薯,0.77
芥菜头,0.36
木薯,1.19
地瓜,0.57
茭白,0.26
春笋,0.25
萝卜缨,0.17
芥菜,0.27
姜,0.21
菱角,1.01
鞭笋,0.24
生菜,0.16
西兰花,0.36
芋头,0.81
甜菜根,0.87
竹笋,0.23
落葵,0.23
油菜,0.25
虾片,5.39
薯片,4.9
粟米饼,3.87
糙米饼,3.87
山楂果丹皮,3.26
薯条,2.73
爆米花,5.83
脆烤粟米,4.36
粟米脆片,5.18
牛肉干,5.5
脆卷饼,3.78
薯条小食,5.22
香蕉片,5.19
牛肉粒,4.07
猪肉松,3.96
酥香兰花豆,4.18
牛肉松,4.45
水饺,1.41
白米粉,3.66
牛奶饼干,4.08
面包（不含麸质）,2.47
蛋挞,3.1
黑面包,1.75
碎麦,0.83
黑糯米,3.6
苏打饼干,4.08
牛油排包,3.1
大麦粉,3.45
荞麦粉,3.35
糯米,3.55
葱油饼,3.6
猪仔包,2.9
菠萝包,3.5
米粥（熟）,0.46
油条,3.88
燕麦,3.89
白粟米,3.65
白米,1.33
麦芽,3.07
米粉（熟）,1.09
小米,1.19
通心面,3.51
米饼,3.98
水晶饼,4.38
白糯米饭,0.97
糙米粉,3.63
全麦面包,2.47
酿皮,1.07
酥饼,5.02
饼干,4.35
春卷,4.65
炒面,5.27
油面筋,4.93
粟米粉,3.81
煎饼,3.54
烙饼（标准粉）,2.59
三鲜豆皮,2.39
月饼,4.24
大麦芽粉,3.61
油饼,4.03
中式河粉,5.21
香酥卷,3.68
麻烘糕,3.98
蛋糕,3.48
花卷,2.14
方便面,4.73
青稞,3.42
绿豆糕,3.51
年糕,1.56
粉丝,3.38
面条,2.86
粳米粥,0.47
蛋黄酥,3.88
面包,3.13
苦荞麦粉,3.16
小米粥,0.46
面窝,2.91
馒头,2.23
鸡柳三文治,2.83
油茶,0.96
水面筋,1.42
粉皮,0.62
凉面,1.67
麻花,5.27
蜜麻花,3.69
燕麦片,3.77
桃酥,4.83
汉堡包,2.68
炸糕,2.82
凉粉,0.51
麦片,3.68
豆腐脑,0.48
开口笑,5.19
米饭,1.16
热干面,1.53
荞麦,3.37
高粱米,3.51
黑米,3.33
薏米,3.57
三明治冰激凌,1.27
双棒雪糕,1.69
冰砖,0.47
冰淇淋,1.53
雪糕,1.37
火鸡腿,0.91
北京烤鸭,4.36
鸭肠,1.29
鸭肉,2.4
鸡肫,1.18
盐水鸭,3.13
鸭心,1.43
鸭掌,1.5
卤煮鸡,2.12
鸡爪,2.54
酱鸭,2.66
鸭肝,1.28
鸭胸脯肉,0.9
烤鸡,2.4
鸡腿,1.84
鸡翅,1.94
鸡肉,1.67
鸡胸脯肉,1.33
鹅肝,1.29
乌骨鸡,1.11
鹅,2.51
鸭血,0.56
咸豆浆,0.14
鹰嘴豆,1.6
豌豆,1.05
赤小豆,3.24
蚕豆,3.38
淡豆浆,0.12
四季豆,0.28
扁豆,0.4
绿豆面,3.41
绿豆饼,1.22
小扁豆,1.16
毛豆,1.23
豆沙,2.47
黑豆,4.01
烤麸,1.21
素鸡,1.94
豆腐,0.82
腐竹,4.61
荷兰豆,0.27
豆腐皮,4.09
豆腐干,1.42
青豆,3.98
黄豆,3.9
刀豆,0.36
豆腐丝,2.01
千张,2.62
芸豆,3.31
红豆,3.09
豇豆,0.3
豆腐脑,0.15
木豆,3.4
绿豆,3.16
油豆腐,2.45
腐乳,1.33
桂林腐乳,2.04
